row_id,column,original_value,injected_value,error_type,error_family
33532,country,GBR,,missing_empty_string,missing_values
22032,country,IRL,unknown,missing_unknown_string,missing_values
116969,country,FRA,,missing_nan,missing_values
105775,country,FRA, ,missing_whitespace,missing_values
76688,country,PRT,unknown,missing_unknown_string,missing_values
2248,country,GBR,N/A,missing_N/A_string,missing_values
18987,country,PRT, ,missing_whitespace,missing_values
47329,country,PRT,NA,missing_NA_string,missing_values
65377,country,DEU,,missing_empty_string,missing_values
58751,country,PRT,,missing_nan,missing_values
51428,country,PRT, ,missing_whitespace,missing_values
11962,country,IRL,NA,missing_NA_string,missing_values
17827,country,FRA,unknown,missing_unknown_string,missing_values
115858,country,CHN,,missing_empty_string,missing_values
16681,country,CZE, ,missing_whitespace,missing_values
50897,country,PRT, ,missing_whitespace,missing_values
12856,country,PRT,,missing_empty_string,missing_values
62076,country,PRT,NA,missing_NA_string,missing_values
31154,country,ESP,unknown,missing_unknown_string,missing_values
60056,country,PRT,,missing_empty_string,missing_values
68584,country,PRT,,missing_nan,missing_values
65342,country,GBR,,missing_empty_string,missing_values
21007,country,ESP,N/A,missing_N/A_string,missing_values
23196,country,PRT,,missing_nan,missing_values
13811,country,,NA,missing_NA_string,missing_values
13362,country,PRT, ,missing_whitespace,missing_values
77031,country,DEU,,missing_nan,missing_values
50458,country,GBR,,missing_nan,missing_values
88952,country,PRT,NA,missing_NA_string,missing_values
39878,country,PRT,,missing_nan,missing_values
35755,country,PRT,,missing_nan,missing_values
62406,country,AUS,,missing_empty_string,missing_values
72458,country,PRT,,missing_nan,missing_values
106732,country,DEU,unknown,missing_unknown_string,missing_values
79071,country,GBR,,missing_nan,missing_values
74729,country,PRT,N/A,missing_N/A_string,missing_values
69552,country,ARG,unknown,missing_unknown_string,missing_values
30936,country,PRT,N/A,missing_N/A_string,missing_values
3301,country,ESP,N/A,missing_N/A_string,missing_values
61386,country,PRT,NA,missing_NA_string,missing_values
64777,country,PRT, ,missing_whitespace,missing_values
50625,country,PRT,,missing_nan,missing_values
27181,country,PRT,,missing_nan,missing_values
100769,country,FRA, ,missing_whitespace,missing_values
59699,country,PRT,,missing_nan,missing_values
48038,country,IRL,,missing_empty_string,missing_values
55314,country,PRT,,missing_empty_string,missing_values
71208,country,NOR,,missing_nan,missing_values
62604,country,AGO,,missing_nan,missing_values
90637,country,SWE,N/A,missing_N/A_string,missing_values
88380,country,PRT,N/A,missing_N/A_string,missing_values
67091,country,IRL,,missing_nan,missing_values
4667,country,PRT, ,missing_whitespace,missing_values
45915,country,PRT,,missing_nan,missing_values
27056,country,PRT,unknown,missing_unknown_string,missing_values
103496,country,DZA,unknown,missing_unknown_string,missing_values
109672,country,DEU,N/A,missing_N/A_string,missing_values
10782,country,PRT,NA,missing_NA_string,missing_values
92998,country,PRT,,missing_nan,missing_values
91201,country,FRA,,missing_empty_string,missing_values
115302,country,GBR, ,missing_whitespace,missing_values
73281,country,GBR,NA,missing_NA_string,missing_values
84573,country,NOR,,missing_nan,missing_values
103448,country,BEL,unknown,missing_unknown_string,missing_values
111241,country,FRA,unknown,missing_unknown_string,missing_values
76164,country,PRT,,missing_nan,missing_values
23636,country,PRT,,missing_nan,missing_values
94300,country,PRT,,missing_nan,missing_values
101379,country,GBR,,missing_nan,missing_values
75833,country,PRT,N/A,missing_N/A_string,missing_values
95765,country,PRT,,missing_nan,missing_values
11351,country,IRL,N/A,missing_N/A_string,missing_values
49787,country,PRT,,missing_empty_string,missing_values
16201,country,GBR, ,missing_whitespace,missing_values
61111,country,CHE,unknown,missing_unknown_string,missing_values
69283,country,SWE,NA,missing_NA_string,missing_values
29159,country,GBR,NA,missing_NA_string,missing_values
65982,country,DEU,,missing_nan,missing_values
35847,country,PRT,,missing_nan,missing_values
101143,country,FRA,N/A,missing_N/A_string,missing_values
40605,country,PRT,,missing_nan,missing_values
29361,country,GBR,N/A,missing_N/A_string,missing_values
21374,country,PRT,NA,missing_NA_string,missing_values
8132,country,NLD,,missing_nan,missing_values
50987,country,JPN,N/A,missing_N/A_string,missing_values
95277,country,ITA,N/A,missing_N/A_string,missing_values
55216,country,FRA,unknown,missing_unknown_string,missing_values
95508,country,DEU,,missing_empty_string,missing_values
94143,country,ITA,N/A,missing_N/A_string,missing_values
97909,country,FRA, ,missing_whitespace,missing_values
10383,country,PRT,,missing_empty_string,missing_values
24907,country,IRL, ,missing_whitespace,missing_values
59189,country,ITA,unknown,missing_unknown_string,missing_values
66980,country,PRT,NA,missing_NA_string,missing_values
70382,country,CHN, ,missing_whitespace,missing_values
36022,country,IRL, ,missing_whitespace,missing_values
35858,country,PRT,,missing_empty_string,missing_values
88655,country,ITA, ,missing_whitespace,missing_values
32142,country,PRT,,missing_nan,missing_values
95205,country,CN,,missing_nan,missing_values
72279,country,ESP,,missing_nan,missing_values
42045,country,ESP,NA,missing_NA_string,missing_values
85304,country,CHE, ,missing_whitespace,missing_values
55802,country,FRA,N/A,missing_N/A_string,missing_values
108639,country,ESP,N/A,missing_N/A_string,missing_values
110944,country,DEU,,missing_nan,missing_values
26736,country,NLD,N/A,missing_N/A_string,missing_values
78480,country,JPN,NA,missing_NA_string,missing_values
73985,country,PRT,NA,missing_NA_string,missing_values
51025,country,PRT,,missing_empty_string,missing_values
17067,country,GBR,,missing_empty_string,missing_values
53452,country,ESP, ,missing_whitespace,missing_values
39456,country,PRT,N/A,missing_N/A_string,missing_values
48867,country,CHN,NA,missing_NA_string,missing_values
116730,country,DEU,,missing_nan,missing_values
112972,country,NLD,unknown,missing_unknown_string,missing_values
77675,country,ITA,NA,missing_NA_string,missing_values
113811,country,PRT,NA,missing_NA_string,missing_values
91102,country,PRT,unknown,missing_unknown_string,missing_values
32641,country,ITA,,missing_nan,missing_values
74986,country,PRT,N/A,missing_N/A_string,missing_values
54390,country,FRA, ,missing_whitespace,missing_values
44183,country,PRT,NA,missing_NA_string,missing_values
33859,country,BEL,,missing_nan,missing_values
37792,country,PRT,,missing_empty_string,missing_values
36013,country,PRT,,missing_nan,missing_values
21756,country,ESP,N/A,missing_N/A_string,missing_values
45132,country,CN,NA,missing_NA_string,missing_values
32353,country,GBR,,missing_nan,missing_values
26800,country,PRT,unknown,missing_unknown_string,missing_values
85538,country,BGR,,missing_empty_string,missing_values
65083,country,PRT,NA,missing_NA_string,missing_values
110902,country,BEL, ,missing_whitespace,missing_values
52961,country,PRT,,missing_nan,missing_values
77216,country,CN,,missing_empty_string,missing_values
54726,country,PRT,,missing_empty_string,missing_values
73173,country,BEL,N/A,missing_N/A_string,missing_values
69414,country,PRT,,missing_empty_string,missing_values
119003,country,DEU, ,missing_whitespace,missing_values
110850,country,USA,,missing_nan,missing_values
55367,country,PRT, ,missing_whitespace,missing_values
87910,country,BEL,N/A,missing_N/A_string,missing_values
81361,country,PRT,,missing_nan,missing_values
36380,country,GBR,,missing_nan,missing_values
6741,country,PRT,,missing_nan,missing_values
39591,country,USA,,missing_empty_string,missing_values
89490,country,PRT,,missing_empty_string,missing_values
109790,country,NLD,N/A,missing_N/A_string,missing_values
76011,country,PRT,,missing_empty_string,missing_values
94724,country,ROU,unknown,missing_unknown_string,missing_values
78344,country,PRT,,missing_empty_string,missing_values
36551,country,USA,,missing_empty_string,missing_values
54834,country,FRA,,missing_empty_string,missing_values
66338,country,PRT,,missing_empty_string,missing_values
60827,country,FRA, ,missing_whitespace,missing_values
79322,country,ESP,,missing_empty_string,missing_values
81946,country,PRT,,missing_empty_string,missing_values
73828,country,PRT, ,missing_whitespace,missing_values
65237,country,PRT,N/A,missing_N/A_string,missing_values
86225,country,PRT,,missing_empty_string,missing_values
44617,country,AUT, ,missing_whitespace,missing_values
96025,country,FRA,,missing_empty_string,missing_values
42701,country,FRA,,missing_nan,missing_values
61559,country,DEU,NA,missing_NA_string,missing_values
71099,country,GBR,unknown,missing_unknown_string,missing_values
55929,country,AUT,,missing_empty_string,missing_values
97798,country,ESP,unknown,missing_unknown_string,missing_values
115942,country,GBR,,missing_nan,missing_values
55987,country,GBR,unknown,missing_unknown_string,missing_values
71192,country,USA,,missing_nan,missing_values
67424,country,ITA,NA,missing_NA_string,missing_values
11011,country,MDV,N/A,missing_N/A_string,missing_values
83213,country,PRT,,missing_empty_string,missing_values
96778,country,ESP,N/A,missing_N/A_string,missing_values
117660,country,PRT,unknown,missing_unknown_string,missing_values
114506,country,FRA,N/A,missing_N/A_string,missing_values
14278,country,PRT,NA,missing_NA_string,missing_values
36528,country,CN,unknown,missing_unknown_string,missing_values
74462,country,PRT,unknown,missing_unknown_string,missing_values
12536,country,PRT,,missing_empty_string,missing_values
88402,country,BEL,unknown,missing_unknown_string,missing_values
81782,country,PRT, ,missing_whitespace,missing_values
49919,country,PRT,unknown,missing_unknown_string,missing_values
107671,country,FRA,unknown,missing_unknown_string,missing_values
118759,country,BEL,unknown,missing_unknown_string,missing_values
84775,country,LBY,unknown,missing_unknown_string,missing_values
87833,country,PRT,,missing_empty_string,missing_values
104730,country,AUT,unknown,missing_unknown_string,missing_values
94795,country,ESP,,missing_empty_string,missing_values
87531,country,BRA,NA,missing_NA_string,missing_values
79523,country,PRT, ,missing_whitespace,missing_values
9738,country,PRT,,missing_empty_string,missing_values
26261,country,PRT, ,missing_whitespace,missing_values
55939,country,PRT,NA,missing_NA_string,missing_values
113557,country,DEU,,missing_empty_string,missing_values
14055,country,,,missing_nan,missing_values
50138,country,PRT,N/A,missing_N/A_string,missing_values
19763,country,PRT,NA,missing_NA_string,missing_values
107217,country,LUX,N/A,missing_N/A_string,missing_values
92944,country,PRT,,missing_nan,missing_values
107346,country,DEU,,missing_empty_string,missing_values
41286,country,PRT,,missing_nan,missing_values
9448,country,PRT,,missing_empty_string,missing_values
93962,country,GBR, ,missing_whitespace,missing_values
78063,country,PRT,,missing_nan,missing_values
39116,country,AUS,unknown,missing_unknown_string,missing_values
59199,country,DEU,,missing_nan,missing_values
72010,country,ESP,N/A,missing_N/A_string,missing_values
76329,country,PRT, ,missing_whitespace,missing_values
74484,country,PRT,NA,missing_NA_string,missing_values
4049,country,PRT,,missing_empty_string,missing_values
39331,country,PRT,N/A,missing_N/A_string,missing_values
24096,country,FRA,,missing_empty_string,missing_values
34715,country,IRL, ,missing_whitespace,missing_values
56835,country,FRA, ,missing_whitespace,missing_values
105865,country,FRA,N/A,missing_N/A_string,missing_values
26184,country,PRT,N/A,missing_N/A_string,missing_values
90789,country,PRT,N/A,missing_N/A_string,missing_values
94457,country,FRA,unknown,missing_unknown_string,missing_values
16997,country,FRA,NA,missing_NA_string,missing_values
86421,country,ISR, ,missing_whitespace,missing_values
87929,country,FRA,NA,missing_NA_string,missing_values
80486,country,PRT,,missing_nan,missing_values
89827,country,IRL,unknown,missing_unknown_string,missing_values
37916,country,AUT,N/A,missing_N/A_string,missing_values
69424,country,PRT, ,missing_whitespace,missing_values
66471,country,NLD,NA,missing_NA_string,missing_values
90216,country,PRT,NA,missing_NA_string,missing_values
38656,country,CN,N/A,missing_N/A_string,missing_values
101861,country,FRA,NA,missing_NA_string,missing_values
44577,country,PRT,unknown,missing_unknown_string,missing_values
73820,country,PRT,NA,missing_NA_string,missing_values
50693,country,PRT,unknown,missing_unknown_string,missing_values
88647,country,PRT,NA,missing_NA_string,missing_values
100509,country,FRA,,missing_empty_string,missing_values
37032,country,GBR, ,missing_whitespace,missing_values
80321,country,PRT,N/A,missing_N/A_string,missing_values
37103,country,GBR,unknown,missing_unknown_string,missing_values
98255,country,PRT,N/A,missing_N/A_string,missing_values
26635,country,DEU,NA,missing_NA_string,missing_values
8631,country,PRT, ,missing_whitespace,missing_values
73512,country,PRT,NA,missing_NA_string,missing_values
5734,country,PRT, ,missing_whitespace,missing_values
1908,country,PRT,NA,missing_NA_string,missing_values
25855,country,DEU,,missing_nan,missing_values
46542,country,PRT,,missing_nan,missing_values
53204,country,PRT, ,missing_whitespace,missing_values
80815,country,BEL,N/A,missing_N/A_string,missing_values
15412,country,PRT,NA,missing_NA_string,missing_values
24270,country,GBR,unknown,missing_unknown_string,missing_values
65751,country,GBR,N/A,missing_N/A_string,missing_values
35052,country,ITA,N/A,missing_N/A_string,missing_values
9267,country,SWE,unknown,missing_unknown_string,missing_values
21063,country,PRT,,missing_empty_string,missing_values
81223,country,PRT,,missing_nan,missing_values
35931,country,NGA,unknown,missing_unknown_string,missing_values
81957,country,PRT,,missing_nan,missing_values
31538,country,BEL,unknown,missing_unknown_string,missing_values
41261,country,PRT,,missing_nan,missing_values
81764,country,PRT,,missing_empty_string,missing_values
3970,country,PRT,unknown,missing_unknown_string,missing_values
24913,country,GBR,N/A,missing_N/A_string,missing_values
104375,country,USA,unknown,missing_unknown_string,missing_values
5335,country,PRT,N/A,missing_N/A_string,missing_values
104510,country,PRT,,missing_nan,missing_values
44247,country,PRT, ,missing_whitespace,missing_values
102929,country,BEL,,missing_empty_string,missing_values
100845,country,FRA,,missing_nan,missing_values
19760,country,PRT, ,missing_whitespace,missing_values
316,country,GBR,,missing_empty_string,missing_values
7298,country,PRT,N/A,missing_N/A_string,missing_values
54669,country,PRT,NA,missing_NA_string,missing_values
73379,country,PRT,unknown,missing_unknown_string,missing_values
39064,country,CN,,missing_nan,missing_values
96782,country,PRT,,missing_nan,missing_values
33125,country,GBR,NA,missing_NA_string,missing_values
85002,country,MAR,NA,missing_NA_string,missing_values
108400,country,HUN,unknown,missing_unknown_string,missing_values
69097,country,GBR,N/A,missing_N/A_string,missing_values
3235,country,FRA,,missing_nan,missing_values
77648,country,PRT, ,missing_whitespace,missing_values
25693,country,GBR,NA,missing_NA_string,missing_values
41087,country,PRT, ,missing_whitespace,missing_values
116137,country,CN, ,missing_whitespace,missing_values
98639,country,DEU,,missing_nan,missing_values
7002,country,ESP,N/A,missing_N/A_string,missing_values
72091,country,DEU,NA,missing_NA_string,missing_values
103943,country,PRT,NA,missing_NA_string,missing_values
66125,country,GBR,,missing_empty_string,missing_values
98034,country,BEL,N/A,missing_N/A_string,missing_values
102770,country,NLD,NA,missing_NA_string,missing_values
52763,country,PRT,,missing_empty_string,missing_values
16825,country,NLD,,missing_empty_string,missing_values
80946,country,ESP,,missing_nan,missing_values
96663,country,DEU, ,missing_whitespace,missing_values
82706,country,FRA,unknown,missing_unknown_string,missing_values
73477,country,ITA,NA,missing_NA_string,missing_values
14706,country,GBR,NA,missing_NA_string,missing_values
95666,country,ITA,,missing_nan,missing_values
64070,country,ROU,,missing_empty_string,missing_values
29735,country,IRL, ,missing_whitespace,missing_values
16414,country,USA,,missing_nan,missing_values
32241,country,PRT,,missing_nan,missing_values
33569,country,PRT, ,missing_whitespace,missing_values
97821,country,DEU,N/A,missing_N/A_string,missing_values
44551,country,PRT,,missing_nan,missing_values
34812,country,GBR,NA,missing_NA_string,missing_values
107531,country,FRA,unknown,missing_unknown_string,missing_values
70214,country,PRT,NA,missing_NA_string,missing_values
83098,country,DEU,NA,missing_NA_string,missing_values
95155,country,VNM,N/A,missing_N/A_string,missing_values
83613,country,PRT,N/A,missing_N/A_string,missing_values
86401,country,PRT, ,missing_whitespace,missing_values
114192,country,USA,,missing_empty_string,missing_values
95941,country,ESP,,missing_empty_string,missing_values
72564,country,USA,,missing_nan,missing_values
7400,country,PRT,N/A,missing_N/A_string,missing_values
114883,country,GBR,N/A,missing_N/A_string,missing_values
6946,country,ESP,NA,missing_NA_string,missing_values
35634,country,SWE,unknown,missing_unknown_string,missing_values
82406,country,PRT,NA,missing_NA_string,missing_values
79363,country,FRA,,missing_empty_string,missing_values
10830,country,FRA,N/A,missing_N/A_string,missing_values
105196,country,PRT,NA,missing_NA_string,missing_values
10616,country,PRT,NA,missing_NA_string,missing_values
13983,country,PRT,NA,missing_NA_string,missing_values
107604,country,ITA, ,missing_whitespace,missing_values
24239,country,GBR,,missing_empty_string,missing_values
89198,country,ROU,,missing_empty_string,missing_values
55586,country,DEU,N/A,missing_N/A_string,missing_values
21408,country,ESP,,missing_nan,missing_values
43358,country,PRT,,missing_nan,missing_values
11243,country,PRT,N/A,missing_N/A_string,missing_values
69164,country,PRT,N/A,missing_N/A_string,missing_values
74067,country,PRT,N/A,missing_N/A_string,missing_values
104037,country,ESP,,missing_nan,missing_values
106130,country,CHE, ,missing_whitespace,missing_values
34590,country,FRA,NA,missing_NA_string,missing_values
59434,country,PRT,,missing_nan,missing_values
96037,country,CZE,,missing_empty_string,missing_values
83380,country,FRA,,missing_empty_string,missing_values
58614,country,PRT,NA,missing_NA_string,missing_values
66519,country,GBR,NA,missing_NA_string,missing_values
66961,country,NOR,NA,missing_NA_string,missing_values
6221,country,PRT,NA,missing_NA_string,missing_values
83852,country,FRA, ,missing_whitespace,missing_values
90623,country,BEL, ,missing_whitespace,missing_values
48263,country,PRT,NA,missing_NA_string,missing_values
97596,country,DNK, ,missing_whitespace,missing_values
87219,country,FRA,unknown,missing_unknown_string,missing_values
108194,country,PRT,unknown,missing_unknown_string,missing_values
112752,country,DEU,,missing_empty_string,missing_values
57911,country,FRA,NA,missing_NA_string,missing_values
71820,country,SRB,NA,missing_NA_string,missing_values
81916,country,PRT,,missing_nan,missing_values
103604,country,NLD,,missing_nan,missing_values
6833,country,POL,N/A,missing_N/A_string,missing_values
90038,country,PRT,NA,missing_NA_string,missing_values
10497,country,POL,unknown,missing_unknown_string,missing_values
4774,country,PRT,unknown,missing_unknown_string,missing_values
88947,country,PRT,,missing_nan,missing_values
37363,country,ESP, ,missing_whitespace,missing_values
5800,country,DEU,NA,missing_NA_string,missing_values
114836,country,ESP,N/A,missing_N/A_string,missing_values
92235,country,USA, ,missing_whitespace,missing_values
72029,country,DEU,N/A,missing_N/A_string,missing_values
97269,country,DEU,,missing_nan,missing_values
63126,country,PRT,,missing_empty_string,missing_values
13379,country,PRT,NA,missing_NA_string,missing_values
18900,country,PRT,,missing_nan,missing_values
31438,country,GBR,,missing_empty_string,missing_values
635,country,PRT,unknown,missing_unknown_string,missing_values
80944,country,ESP,,missing_nan,missing_values
17835,country,FRA,,missing_empty_string,missing_values
92407,country,HUN,N/A,missing_N/A_string,missing_values
58634,country,PRT,,missing_nan,missing_values
57719,country,PRT,,missing_empty_string,missing_values
114144,country,DEU, ,missing_whitespace,missing_values
11401,country,IRL,N/A,missing_N/A_string,missing_values
9210,country,PRT, ,missing_whitespace,missing_values
58934,country,BRA,NA,missing_NA_string,missing_values
27212,country,ESP,N/A,missing_N/A_string,missing_values
96350,country,CHE,,missing_empty_string,missing_values
11299,country,GBR,NA,missing_NA_string,missing_values
83097,country,PRT,,missing_empty_string,missing_values
118994,country,PRT,unknown,missing_unknown_string,missing_values
112025,country,GBR,,missing_empty_string,missing_values
69389,country,PRT,,missing_empty_string,missing_values
7543,country,MAR,NA,missing_NA_string,missing_values
81906,country,PRT,NA,missing_NA_string,missing_values
1640,country,DEU,,missing_empty_string,missing_values
89875,country,CN,NA,missing_NA_string,missing_values
45430,country,ISR,,missing_empty_string,missing_values
92256,country,BEL, ,missing_whitespace,missing_values
63090,country,ITA,N/A,missing_N/A_string,missing_values
80715,country,PRT, ,missing_whitespace,missing_values
